timeOpen,timeClose,timeHigh,timeLow,name,open,high,low,close,volume,marketCap,timestamp,index
"2024-02-16T00:00:00.000Z","2024-02-16T23:59:59.999Z","2024-02-16T14:01:00.000Z","2024-02-16T09:11:00.000Z","2781",51937.726913942,52537.9702279417,51641.3672186264,52160.2028290199,28180567297.56,1023893671410.46,"2024-02-16T23:59:59.999Z",61
"2024-02-15T00:00:00.000Z","2024-02-15T23:59:59.999Z","2024-02-15T14:52:00.000Z","2024-02-15T22:00:00.000Z","2781",51836.7835750689,52820.0669345775,51371.6274837126,51938.5563164417,38564360532.5,1019499948270.3,"2024-02-15T23:59:59.999Z",60
"2024-02-14T00:00:00.000Z","2024-02-14T23:59:59.999Z","2024-02-14T14:38:00.000Z","2024-02-14T04:37:00.000Z","2781",49733.4447985071,52021.3707787094,49296.8309233025,51826.6959960877,39105608049.68,1017254026224.34,"2024-02-14T23:59:59.999Z",59
"2024-02-13T00:00:00.000Z","2024-02-13T23:59:59.999Z","2024-02-13T01:37:00.000Z","2024-02-13T17:13:00.000Z","2781",49941.3611618475,50358.3920857078,48406.495563553,49742.4409898499,35593051468.37,976299863551.89,"2024-02-13T23:59:59.999Z",58
"2024-02-12T00:00:00.000Z","2024-02-12T23:59:59.999Z","2024-02-12T21:15:00.000Z","2024-02-12T10:08:00.000Z","2781",48296.3851963696,50280.4752743247,47745.760261073,49958.2242190229,34511985804.6,980490999415.43,"2024-02-12T23:59:59.999Z",57
"2024-02-11T00:00:00.000Z","2024-02-11T23:59:59.999Z","2024-02-11T04:01:00.000Z","2024-02-11T01:29:00.000Z","2781",47768.9681304591,48535.9359097846,47617.4053651872,48293.916750573,19315867135.91,947774152969.59,"2024-02-11T23:59:59.999Z",56
"2024-02-10T00:00:00.000Z","2024-02-10T23:59:59.999Z","2024-02-10T20:48:00.000Z","2024-02-10T10:54:00.000Z","2781",47153.5284248774,48146.1704309785,46905.3216858143,47771.2773670997,16398681569.88,937476684153.25,"2024-02-10T23:59:59.999Z",55
"2024-02-09T00:00:00.000Z","2024-02-09T23:59:59.999Z","2024-02-09T18:25:00.000Z","2024-02-09T00:50:00.000Z","2781",45297.3842529508,48152.494627699,45260.8245721867,47147.2003126111,39316770843.67,925184504544.07,"2024-02-09T23:59:59.999Z",54
"2024-02-08T00:00:00.000Z","2024-02-08T23:59:59.999Z","2024-02-08T20:18:00.000Z","2024-02-08T00:00:00.000Z","2781",44332.1256023337,45575.8417211487,44332.1256023337,45301.5666288709,26154524080.46,888921474480.5,"2024-02-08T23:59:59.999Z",53
"2024-02-07T00:00:00.000Z","2024-02-07T23:59:59.999Z","2024-02-07T21:32:00.000Z","2024-02-07T03:59:00.000Z","2781",43090.0212972066,44341.9483326736,42775.9584713438,44318.2244507353,21126587774.95,869585299010.09,"2024-02-07T23:59:59.999Z",52
"2024-02-06T00:00:00.000Z","2024-02-06T23:59:59.999Z","2024-02-06T16:31:00.000Z","2024-02-06T01:05:00.000Z","2781",42657.3910738742,43344.148217751,42529.0214234132,43084.6718635339,16798476725.59,845338495831.28,"2024-02-06T23:59:59.999Z",51
"2024-02-05T00:00:00.000Z","2024-02-05T23:59:59.999Z","2024-02-05T13:38:00.000Z","2024-02-05T01:14:00.000Z","2781",42577.6229811484,43494.2486315872,42264.8172969015,42658.66604833,18715487317.32,836936067591.3,"2024-02-05T23:59:59.999Z",50
"2024-02-04T00:00:00.000Z","2024-02-04T23:59:59.999Z","2024-02-04T12:38:00.000Z","2024-02-04T22:41:00.000Z","2781",42994.9407957104,43097.644016457,42374.8339024291,42583.5829201294,14802225490.25,835421763160.27,"2024-02-04T23:59:59.999Z",49
"2024-02-03T00:00:00.000Z","2024-02-03T23:59:59.999Z","2024-02-03T00:29:00.000Z","2024-02-03T15:11:00.000Z","2781",43184.9636789534,43359.9419263118,42890.8066758177,42992.2496292216,11169245236.24,843398823395.77,"2024-02-03T23:59:59.999Z",48
"2024-02-02T00:00:00.000Z","2024-02-02T23:59:59.999Z","2024-02-02T16:06:00.000Z","2024-02-02T13:51:00.000Z","2781",43077.6391761328,43422.4880666837,42584.337230227,43185.8594322356,18603843039.33,847154029604.95,"2024-02-02T23:59:59.999Z",47
"2024-02-01T00:00:00.000Z","2024-02-01T23:59:59.999Z","2024-02-01T19:52:00.000Z","2024-02-01T01:38:00.000Z","2781",42569.7613984399,43243.1681801413,41879.1899911815,43075.7745999369,21423953779.18,844943939979.73,"2024-02-01T23:59:59.999Z",46
"2024-01-31T00:00:00.000Z","2024-01-31T23:59:59.999Z","2024-01-31T18:00:00.000Z","2024-01-31T21:30:00.000Z","2781",42946.251373978,43717.4046564783,42298.9471563758,42582.6063895367,24673628793.16,835231465697.41,"2024-01-31T23:59:59.999Z",45
"2024-01-30T00:00:00.000Z","2024-01-30T23:59:59.999Z","2024-01-30T12:24:00.000Z","2024-01-30T23:47:00.000Z","2781",43300.2280935041,43838.9468441061,42711.371764431,42952.6082102489,23842814517.72,842451754278.67,"2024-01-30T23:59:59.999Z",44
"2024-01-29T00:00:00.000Z","2024-01-29T23:59:59.999Z","2024-01-29T23:49:00.000Z","2024-01-29T14:52:00.000Z","2781",42030.9153796232,43305.868859591,41818.3310863757,43288.2453360835,20668476578.33,848995300207.95,"2024-01-29T23:59:59.999Z",43
"2024-01-28T00:00:00.000Z","2024-01-28T23:59:59.999Z","2024-01-28T05:20:00.000Z","2024-01-28T20:16:00.000Z","2781",42126.1259571253,42797.1773592875,41696.9083425677,42035.5943721701,16858971687.07,824387868796.11,"2024-01-28T23:59:59.999Z",42
"2024-01-27T00:00:00.000Z","2024-01-27T23:59:59.999Z","2024-01-27T22:30:00.000Z","2024-01-27T09:01:00.000Z","2781",41815.625020172,42195.6315569807,41431.2798936061,42120.0563516849,11422941934.26,826001135532.44,"2024-01-27T23:59:59.999Z",41
"2024-01-26T00:00:00.000Z","2024-01-26T23:59:59.999Z","2024-01-26T20:14:00.000Z","2024-01-26T01:11:00.000Z","2781",39936.8168833334,42209.3851748614,39825.6922313522,41816.8728440034,25598119893.13,820011355201.19,"2024-01-26T23:59:59.999Z",40
"2024-01-25T00:00:00.000Z","2024-01-25T23:59:59.999Z","2024-01-25T11:30:00.000Z","2024-01-25T17:18:00.000Z","2781",40075.5490213235,40254.4823232698,39545.6644584551,39933.80775217,18491782013.19,783046781497.74,"2024-01-25T23:59:59.999Z",39
"2024-01-24T00:00:00.000Z","2024-01-24T23:59:59.999Z","2024-01-24T10:50:00.000Z","2024-01-24T20:57:00.000Z","2781",39877.5955582972,40483.7838777778,39508.7984636234,40077.073269779,22359526178.02,785809931670.85,"2024-01-24T23:59:59.999Z",38
"2024-01-23T00:00:00.000Z","2024-01-23T23:59:59.999Z","2024-01-23T04:27:00.000Z","2024-01-23T14:24:00.000Z","2781",39518.7154526761,40127.3534273434,38521.8938882205,39845.5511467999,29244553045.3,781234029910.6,"2024-01-23T23:59:59.999Z",37
"2024-01-22T00:00:00.000Z","2024-01-22T23:59:59.999Z","2024-01-22T01:05:00.000Z","2024-01-22T19:44:00.000Z","2781",41553.6526912489,41651.2067927986,39450.1189925939,39507.368823822,31338708142.69,774565393660.75,"2024-01-22T23:59:59.999Z",36
"2024-01-21T00:00:00.000Z","2024-01-21T23:59:59.999Z","2024-01-21T14:17:00.000Z","2024-01-21T23:32:00.000Z","2781",41671.488525486,41855.3687214059,41497.0096642442,41545.7835143902,9344043641.69,814488966035.62,"2024-01-21T23:59:59.999Z",35
"2024-01-20T00:00:00.000Z","2024-01-20T23:59:59.999Z","2024-01-20T21:10:00.000Z","2024-01-20T00:39:00.000Z","2781",41624.5890285851,41877.8939176969,41446.8230903601,41665.5848362109,11586690904.11,816801167080.27,"2024-01-20T23:59:59.999Z",34
"2024-01-19T00:00:00.000Z","2024-01-19T23:59:59.999Z","2024-01-19T20:15:00.000Z","2024-01-19T17:11:00.000Z","2781",41278.4591854003,42134.1589750297,40297.4578577579,41618.4073654042,25752407154.41,815839646533.36,"2024-01-19T23:59:59.999Z",33
"2024-01-18T00:00:00.000Z","2024-01-18T23:59:59.999Z","2024-01-18T08:03:00.000Z","2024-01-18T20:37:00.000Z","2781",42742.3116238329,42876.3466025394,40631.170494622,41262.0583641846,25218357242.1,808819115627.1,"2024-01-18T23:59:59.999Z",32
"2024-01-17T00:00:00.000Z","2024-01-17T23:59:59.999Z","2024-01-17T01:29:00.000Z","2024-01-17T17:06:00.000Z","2781",43132.1003391655,43189.8905105363,42189.3105279928,42742.6528373141,20851232595.16,837804850463.55,"2024-01-17T23:59:59.999Z",31
"2024-01-16T00:00:00.000Z","2024-01-16T23:59:59.999Z","2024-01-16T21:39:00.000Z","2024-01-16T14:45:00.000Z","2781",42499.3375361691,43566.2749235186,42085.9960280039,43154.9442343824,24062872739.52,845855247845.2,"2024-01-16T23:59:59.999Z",30
"2024-01-15T00:00:00.000Z","2024-01-15T23:59:59.999Z","2024-01-15T18:47:00.000Z","2024-01-15T00:02:00.000Z","2781",41715.0665274581,43319.7211832336,41705.4183277754,42511.9677203311,22320220557.74,833216754804.02,"2024-01-15T23:59:59.999Z",29
"2024-01-14T00:00:00.000Z","2024-01-14T23:59:59.999Z","2024-01-14T09:59:00.000Z","2024-01-14T23:55:00.000Z","2781",42842.2636652252,43065.5988521059,41724.6137245906,41796.2696064245,17521429522.39,819159863482.62,"2024-01-14T23:59:59.999Z",28
"2024-01-13T00:00:00.000Z","2024-01-13T23:59:59.999Z","2024-01-13T08:30:00.000Z","2024-01-13T03:31:00.000Z","2781",42799.4464877818,43234.6617771986,42464.1432038222,42842.382191236,20601860468.7,839627405357.25,"2024-01-13T23:59:59.999Z",27
"2024-01-12T00:00:00.000Z","2024-01-12T23:59:59.999Z","2024-01-12T00:47:00.000Z","2024-01-12T22:30:00.000Z","2781",46354.7931880012,46498.1348211579,41903.7707507553,42853.166658062,43332698900.4,839796421013.38,"2024-01-12T23:59:59.999Z",26
"2024-01-11T00:00:00.000Z","2024-01-11T23:59:59.999Z","2024-01-11T14:52:00.000Z","2024-01-11T06:19:00.000Z","2781",46656.0730839661,48969.3713995297,45678.6453977641,46368.5853820194,45833734549.23,908639958360.69,"2024-01-11T23:59:59.999Z",25
"2024-01-10T00:00:00.000Z","2024-01-10T23:59:59.999Z","2024-01-10T23:20:00.000Z","2024-01-10T13:01:00.000Z","2781",46121.5398246707,47647.2209853195,44483.1508612105,46627.7791119614,50114613298.1,913669280076.61,"2024-01-10T23:59:59.999Z",24
"2024-01-09T00:00:00.000Z","2024-01-09T23:59:59.999Z","2024-01-09T21:15:00.000Z","2024-01-09T21:27:00.000Z","2781",46987.6387410088,47893.701008309,45244.7151480448,46139.7303748525,39821290991.56,904067321453.05,"2024-01-09T23:59:59.999Z",23
"2024-01-08T00:00:00.000Z","2024-01-08T23:59:59.999Z","2024-01-08T21:42:00.000Z","2024-01-08T02:54:00.000Z","2781",43948.7069553091,47218.0011250012,43244.0816061893,46970.5023144901,42746192015.18,920302445948.27,"2024-01-08T23:59:59.999Z",22
"2024-01-07T00:00:00.000Z","2024-01-07T23:59:59.999Z","2024-01-07T14:09:00.000Z","2024-01-07T23:45:00.000Z","2781",43998.4642425627,44495.5714707771,43662.2286270794,43943.0972289695,19330573863.32,860951836726.3,"2024-01-07T23:59:59.999Z",21
"2024-01-06T00:00:00.000Z","2024-01-06T23:59:59.999Z","2024-01-06T00:10:00.000Z","2024-01-06T07:07:00.000Z","2781",44178.9546068436,44227.6313072794,43475.1564305872,43989.1940934574,16092503467.55,861821994190.94,"2024-01-06T23:59:59.999Z",20
"2024-01-05T00:00:00.000Z","2024-01-05T23:59:59.999Z","2024-01-05T23:07:00.000Z","2024-01-05T01:49:00.000Z","2781",44192.9786987717,44353.2858592993,42784.7182659068,44162.6916302269,32336029346.8,865182724165.6,"2024-01-05T23:59:59.999Z",19
"2024-01-04T00:00:00.000Z","2024-01-04T23:59:59.999Z","2024-01-04T22:22:00.000Z","2024-01-04T01:26:00.000Z","2781",42855.8147613589,44770.0234137515,42675.174006958,44179.9217008268,30448091209.81,865482457123.12,"2024-01-04T23:59:59.999Z",18
"2024-01-03T00:00:00.000Z","2024-01-03T23:59:59.999Z","2024-01-03T09:40:00.000Z","2024-01-03T12:10:00.000Z","2781",44961.6031868025,45503.2417949492,40813.5348681668,42848.1756409655,46342323118.41,839345928378.25,"2024-01-03T23:59:59.999Z",17
"2024-01-02T00:00:00.000Z","2024-01-02T23:59:59.999Z","2024-01-02T09:07:00.000Z","2024-01-02T00:01:00.000Z","2781",44187.1390394876,45899.7063545898,44176.9504427245,44957.9700541418,39335274535.93,880631637169.92,"2024-01-02T23:59:59.999Z",16
"2024-01-01T00:00:00.000Z","2024-01-01T23:59:59.999Z","2024-01-01T23:53:00.000Z","2024-01-01T06:02:00.000Z","2781",42280.2352761923,44175.4360525169,42214.9767546307,44167.3302140774,18426978443.25,865106026911.1,"2024-01-01T23:59:59.999Z",15
"2023-12-31T00:00:00.000Z","2023-12-31T23:59:59.999Z","2023-12-31T09:46:00.000Z","2023-12-31T02:53:00.000Z","2781",42152.0984535163,42860.9373917843,41998.2553456874,42265.185654866,16397498809.56,827811209384.42,"2023-12-31T23:59:59.999Z",14
"2023-12-30T00:00:00.000Z","2023-12-30T23:59:59.999Z","2023-12-30T16:18:00.000Z","2023-12-30T09:45:00.000Z","2781",42091.7526436775,42584.1236395343,41556.225992296,42156.9011497639,16013925944.56,825646829609.94,"2023-12-30T23:59:59.999Z",13
"2023-12-29T00:00:00.000Z","2023-12-29T23:59:59.999Z","2023-12-29T14:43:00.000Z","2023-12-29T22:21:00.000Z","2781",42614.6438924239,43124.3258597128,41424.0606411494,42099.40280858,26000021055.12,824484176968.87,"2023-12-29T23:59:59.999Z",12
"2023-12-28T00:00:00.000Z","2023-12-28T23:59:59.999Z","2023-12-28T00:39:00.000Z","2023-12-28T16:28:00.000Z","2781",43468.1980626735,43804.7814175761,42318.5488619045,42627.8535313684,22992093013.71,834791614273.2,"2023-12-28T23:59:59.999Z",11
"2023-12-27T00:00:00.000Z","2023-12-27T23:59:59.999Z","2023-12-27T22:18:00.000Z","2023-12-27T03:34:00.000Z","2781",42518.4685280916,43683.1598081313,42167.5834863898,43442.8545582321,25260941031.66,850720785457.95,"2023-12-27T23:59:59.999Z",10
"2023-12-26T00:00:00.000Z","2023-12-26T23:59:59.999Z","2023-12-26T00:01:00.000Z","2023-12-26T17:40:00.000Z","2781",43599.8475904194,43603.1754416663,41676.4899684567,42520.4015112687,30026850981.84,832620130497.96,"2023-12-26T23:59:59.999Z",9
"2023-12-25T00:00:00.000Z","2023-12-25T23:59:59.999Z","2023-12-25T13:03:00.000Z","2023-12-25T00:44:00.000Z","2781",43010.5729205333,43765.0921434755,42765.7711390539,43613.1420846622,21115795370.27,853982087896.47,"2023-12-25T23:59:59.999Z",8
"2023-12-24T00:00:00.000Z","2023-12-24T23:59:59.999Z","2023-12-24T04:13:00.000Z","2023-12-24T22:17:00.000Z","2781",43728.3659896895,43945.5215615407,42786.9178556284,43016.1176211831,18830554084.77,842253948410.3,"2023-12-24T23:59:59.999Z",7
"2023-12-23T00:00:00.000Z","2023-12-23T23:59:59.999Z","2023-12-23T00:02:00.000Z","2023-12-23T04:13:00.000Z","2781",44012.1986320734,44015.6986411337,43351.3557019809,43739.5421372235,13507796558.22,856371815373.69,"2023-12-23T23:59:59.999Z",6
"2023-12-22T00:00:00.000Z","2023-12-22T23:59:59.999Z","2023-12-22T06:35:00.000Z","2023-12-22T14:30:00.000Z","2781",43868.9864223563,44367.9557717841,43441.9679523025,43997.9014099549,21028503216.23,861384314118.89,"2023-12-22T23:59:59.999Z",5
"2023-12-21T00:00:00.000Z","2023-12-21T23:59:59.999Z","2023-12-21T13:56:00.000Z","2023-12-21T02:51:00.000Z","2781",43648.1249306302,44240.6691278117,43330.0526463835,43869.1508569937,22452766168.52,858819785954.74,"2023-12-21T23:59:59.999Z",4
"2023-12-20T00:00:00.000Z","2023-12-20T23:59:59.999Z","2023-12-20T15:15:00.000Z","2023-12-20T02:09:00.000Z","2781",42261.3001386457,44275.5875124813,42223.81786147,43652.2486680177,27868908174.14,854532316613.74,"2023-12-20T23:59:59.999Z",3
"2023-12-19T00:00:00.000Z","2023-12-19T23:59:59.999Z","2023-12-19T02:01:00.000Z","2023-12-19T17:59:00.000Z","2781",42641.5102132607,43354.2965965116,41826.3351516884,42270.526139511,23171001281,827447113190.4,"2023-12-19T23:59:59.999Z",2
"2023-12-18T00:00:00.000Z","2023-12-18T23:59:59.999Z","2023-12-18T21:49:00.000Z","2023-12-18T10:38:00.000Z","2781",41348.2020891569,42720.2971272287,40530.2585192877,42623.5383250276,25224642007.51,834312073585.64,"2023-12-18T23:59:59.999Z",1